budget,id,original_language,popularity,revenue,runtime,status,title,vote_average,vote_count,genre,release_date,production_country
40000000,72358,en,13.119133,22044277,91,Released,A Thousand Words,6,373,Comedy,2012-03-07,united_state
40000000,20542,en,4.238482,0,94,Released,Delgo,5.4,15,Advanture,2008-12-12,united_state
40000000,266396,en,26.935458,13644292,115,Released,The Gunman,5.5,392,Action,2015-02-16,france
40000000,9978,en,16.282962,23937870,93,Released,Stormbreaker,5.1,213,Advanture,2006-07-21,germany
20000000,8271,en,31.690456,117760134,105,Released,Disturbia,6.6,1006,Thriller,2007-04-12,united_state
20000000,10428,en,17.842246,7563728,107,Released,Hackers,6.2,398,Action,1995-09-14,united_state
0,5353,en,8.048305,0,101,Released,The Hunting Party,6.6,96,Action,2007-09-03,bosnia
30000000,11934,en,14.188982,0,111,Released,The Hudsucker Proxy,7.1,275,Comedy,1994-03-11,germany
40000000,14392,zh,6.884467,0,126,Released,The Warlords,6.3,83,Action,2007-12-12,china
25000000,19495,en,8.212018,0,112,Released,Nomad: The Warrior,4.3,17,Action,2005-07-17,france
39200000,110415,ko,64.238688,86758912,126,Released,Snowpiercer,6.7,2854,Action,2013-08-01,south_korea
25000000,77459,fr,17.375562,0,90,Released,A Monster in Paris,6.5,313,Advanture,2011-10-12,france
0,26486,en,6.7698,0,90,Released,The Last Shot,5.9,15,Action,2004-09-24,united_state
15000000,9495,en,44.690107,94000000,102,Released,The Crow,7.3,953,Science fiction,1994-05-11,united_state
40000000,256040,te,16.254032,100000000,159,Released,Baahubali: The Beginning,7.5,135,Action,2015-07-10,india
39000000,24420,en,37.492928,101229792,107,Released,The Time Traveler's Wife,6.7,798,Comedy,2009-08-14,united_state
0,1257,en,18.678415,69485490,102,Released,Because I Said So,5.8,191,Comedy,2007-02-02,united_state
39000000,62214,en,27.908783,35287788,87,Released,Frankenweenie,6.6,932,Animation,2012-10-04,united_state
39000000,16320,en,45.388937,38869464,119,Released,Serenity,7.4,1264,Science fiction,2005-08-25,united_state
39000000,8842,en,2.817364,6614280,106,Released,Against the Ropes,4.5,32,Romance,2004-02-20,germany
39000000,9531,en,22.164202,75850624,125,Released,Superman III,5.3,490,Comedy,1983-06-17,united_kingdom
40000000,64807,en,21.362949,44907260,113,Released,Grudge Match,6,433,Comedy,2013-12-25,united_state
80341000,12289,zh,14.8375,127814609,150,Released,Red Cliff,7.1,205,Advanture,2008-07-10,china
30000000,11529,en,18.256028,180622424,108,Released,Sweet Home Alabama,6,394,Comedy,2002-09-26,united_state
38000000,20943,en,22.332927,205298907,96,Released,The Ugly Truth,6.4,972,Comedy,2009-07-24,united_state
0,9099,en,5.417787,0,90,Released,Sgt. Bilko,5.5,94,Comedy,1996-03-29,united_state
38000000,9488,en,24.085144,119723358,100,Released,Spy Kids 2: The Island of Lost Dreams,5.3,521,Action,2002-08-07,united_state
38000000,193,en,14.779041,120000000,118,Released,Star Trek: Generations,6.4,452,Science fiction,1994-11-17,united_state
3860000,44865,zh,19.947265,64076736,130,Released,The Grandmaster,6.3,273,Action,2013-01-08,china
38000000,55787,en,16.801218,114156230,120,Released,Water for Elephants,6.7,850,Comedy,2011-03-15,united_state
40000000,257932,zh,5.057695,0,88,Released,Dragon Nest: Warriors' Dawn,6.8,19,Advanture,2014-05-20,china
50000000,10400,en,20.825781,73956241,146,Released,The Hurricane,7.2,396,Comedy,1999-09-17,united_state
38000000,1957,en,11.500783,51801187,114,Released,Enough,6.2,264,Comedy,2002-05-24,united_state
35000000,10833,en,13.932203,0,123,Released,Heartbreakers,5.7,254,Crime,2001-03-23,united_state
38000000,256961,en,41.258487,107597242,94,Released,Paul Blart: Mall Cop 2,5,567,Action,2015-04-16,united_state
53000000,5852,en,6.454634,29700000,102,Released,Angel Eyes,5.6,88,Comedy,2001-05-15,united_state
38000000,12312,en,5.257009,0,99,Released,Joe Somebody,5.5,40,Comedy,2001-12-21,united_state
38000000,622,en,30.359164,58401898,133,Released,The Ninth Gate,6.3,756,Thriller,1999-08-24,france
38000000,11306,en,3.426555,17380126,118,Released,Extreme Measures,5.7,80,Comedy,1996-09-27,united_state
57000000,12508,en,11.60815,16991902,105,Released,Rock Star,6,190,others,2001-09-04,united_state
10000000,25793,en,18.664624,47536959,110,Released,Precious,6.9,417,Comedy,2009-11-06,united_state
38000000,10534,en,10.047579,10300000,129,Released,White Squall,6.3,86,Action,1996-02-02,united_state
15000000,1091,en,52.731379,19629760,109,Released,The Thing,7.8,1588,Thriller,1982-06-25,united_state
38000000,87421,en,46.630062,98337295,119,Released,Riddick,6.2,2035,Science fiction,2013-09-02,united_state
37000000,10871,en,4.131546,6482195,118,Released,Switchback,5.8,52,Action,1997-10-31,united_state
0,13503,en,5.641978,0,110,Released,Texas Rangers,5.4,19,Action,2001-11-30,united_state
55000000,13600,en,23.465539,17869048,90,Released,City of Ember,6.2,605,Advanture,2008-10-07,united_state
32000000,68722,en,25.682509,28258060,137,Released,The Master,7,701,Comedy,2012-09-07,united_state
38000000,14324,en,6.760922,5410749,93,Released,Virgin Territory,4.3,75,Advanture,2007-12-17,luxembourg
40000000,14325,en,3.87823,9793496,130,Released,The Express,7.1,71,Comedy,2008-10-10,germany
38000000,299687,en,57.889964,109906372,112,Released,The 5th Wave,5.6,1945,Advanture,2016-01-14,united_state
37000000,312221,en,57.773583,173567581,133,Released,Creed,7.3,1915,Comedy,2015-11-25,united_state
37000000,23168,en,24.218358,154026136,125,Released,The Town,7,1468,Crime,2010-09-15,united_state
40000000,76494,en,27.009723,79700000,110,Released,What to Expect When You're Expecting,5.8,594,Romance,2012-05-17,united_state
37000000,4944,en,31.941347,163720069,96,Released,Burn After Reading,6.5,1222,Comedy,2008-09-05,united_state
37000000,10488,en,14.353279,100076342,96,Released,Nim's Island,5.6,330,Advanture,2008-04-03,united_state
38000000,96721,en,33.003828,90247624,123,Released,Rush,7.7,2277,Comedy,2013-09-02,germany
37000000,334,en,30.993736,48451803,188,Released,Magnolia,7.5,825,Comedy,1999-12-08,united_state
30000000,23742,en,25.825771,55583804,107,Released,Cop Out,5.3,511,Action,2010-02-26,united_state
38000000,259694,en,46.078371,112343513,110,Released,How to Be Single,5.9,1201,Comedy,2016-01-21,united_state
37000000,62837,en,6.63839,95404397,113,Released,Dolphin Tale,6.7,163,Comedy,2011-09-23,united_state
37000000,8966,en,127.084938,392616625,122,Released,Twilight,5.8,3561,Advanture,2008-11-20,united_state
36000000,8470,en,27.465433,102244770,116,Released,John Q,7,594,Comedy,2002-02-15,united_state
65000000,11001,en,16.865782,117758500,93,Released,Blue Streak,6.1,352,Action,1999-09-17,germany
37000000,138832,en,100.348805,269994119,110,Released,We're the Millers,6.8,2972,Comedy,2013-08-07,united_state
36500000,16911,ru,2.785832,21834845,115,Released,The Inhabited Island,5.3,23,Action,2008-12-18,russia
36000000,2163,en,9.176339,50159144,95,Released,Breakdown,6.6,198,Comedy,1997-05-02,united_state
36000000,36670,en,23.380757,160000000,134,Released,Never Say Never Again,5.8,338,Advanture,1983-10-07,germany
36000000,23048,en,33.926473,64572262,101,Released,Hot Tub Time Machine,6,894,Science fiction,2010-03-26,united_state
36000000,227735,en,6.967857,52424533,107,Released,Dolphin Tale 2,6.7,96,others,2014-09-12,united_state
42000000,2155,en,11.470135,32168970,124,Released,Reindeer Games,5.4,173,Thriller,2000-02-25,united_state
36000000,8409,en,19.854932,44350926,109,Released,A Man Apart,5.8,258,Action,2003-04-04,germany
37000000,222936,en,29.652536,26250020,105,Released,Aloha,5.2,692,Comedy,2015-05-27,united_state
0,31908,en,8.102925,0,130,Released,Ghosts of Mississippi,6.2,40,others,1996-12-20,united_state
0,10219,en,2.79483,0,127,Released,Snow Falling on Cedars,6.3,32,Comedy,1999-12-22,united_state
37000000,48171,en,11.492474,96047633,114,Released,The Rite,5.8,556,Comedy,2011-01-28,united_state
36000000,782,en,70.398356,12532777,106,Released,Gattaca,7.5,1808,Thriller,1997-09-07,united_state
36000000,75531,de,1.068453,3003296,95,Released,Isn't She Great,4.6,14,Comedy,2000-01-28,united_state
37000000,11802,en,6.293217,63800345,81,Released,Space Chimps,5.2,99,Animation,2008-07-17,united_state
0,9776,en,3.457194,0,95,Released,Head of State,5.3,71,Comedy,2003-01-01,united_state
35000000,18785,en,82.21166,459270619,100,Released,The Hangover,7.2,6173,Comedy,2009-06-05,germany
36000000,365222,cn,19.167377,156844753,105,Released,Ip Man 3,6.5,379,Action,2015-12-19,hongkong
33000000,817,en,18.316151,310940086,95,Released,Austin Powers: The Spy Who Shagged Me,6.2,1011,Advanture,1999-06-08,united_state
35000000,268,en,44.104469,411348924,126,Released,Batman,7,2096,Science fiction,1989-06-23,united_kingdom
0,45054,en,6.668679,0,112,Released,There Be Dragons,5.9,27,Comedy,2011-03-25,#REF!
35000000,943,en,36.172182,321731527,118,Released,Lethal Weapon 3,6.4,811,Advanture,1992-05-15,united_state
29000000,22881,en,25.767395,309208309,129,Released,The Blind Side,7.2,1597,Comedy,2009-11-20,united_state
35000000,10054,en,21.543389,147934180,88,Released,Spy Kids,5.5,867,Action,2001-03-18,united_state
35000000,51540,en,50.309843,117000000,98,Released,Horrible Bosses,6.5,2277,Comedy,2011-07-08,united_state
38000000,44264,en,49.292384,252276927,110,Released,True Grit,7.2,1668,Comedy,2010-12-22,united_state
35000000,350,en,83.893257,326551094,109,Released,The Devil Wears Prada,7,3088,Comedy,2006-06-30,united_state
35000000,152,en,24.616634,139000000,132,Released,Star Trek: The Motion Picture,6.2,530,Science fiction,1979-12-06,united_state
35000000,109431,en,34.005726,173965010,111,Released,Identity Thief,5.6,1645,Comedy,2013-02-07,united_state
35000000,1598,en,27.714043,182300000,128,Released,Cape Fear,7,675,Crime,1991-11-15,united_state
35000000,8065,en,45.149948,69823199,123,Released,21,6.5,1375,Comedy,2008-03-27,united_state
35000000,271718,en,72.774941,140795793,125,Released,Trainwreck,5.9,1181,Comedy,2015-07-17,united_state
35000000,11638,en,3.74263,68915888,105,Released,Guess Who,5.5,225,Comedy,2005-03-25,united_state
27000000,409,en,29.381878,231976425,162,Released,The English Patient,7,542,Comedy,1996-11-14,united_kingdom
35000000,2118,en,24.860326,126216940,138,Released,L.A. Confidential,7.7,1310,Crime,1997-09-19,united_state
35000000,11459,en,11.041659,86369815,100,Released,Sky High,5.8,550,Advanture,2005-07-29,united_state
35000000,10806,en,11.897925,0,90,Released,In & Out,6.3,177,Comedy,1997-09-10,united_state
35000000,9348,en,23.607071,113374103,108,Released,Species,5.5,453,Science fiction,1995-07-07,united_state
1800000,377,en,38.204158,25504513,91,Released,A Nightmare on Elm Street,7.2,1180,Thriller,1984-11-14,united_state
33000000,8843,en,25.413955,104155843,107,Released,The Cell,6,436,Thriller,2000-08-17,germany
0,9313,en,28.98027,0,132,Released,The Man in the Iron Mask,6.3,1018,Action,1998-03-12,united_kingdom
35000000,39486,en,9.525037,60251371,123,Released,Secretariat,6.8,103,Comedy,2010-08-20,united_state
34000000,1273,en,18.39217,95608995,90,Released,TMNT,6,345,Advanture,2007-03-23,united_state
32000000,13920,en,9.254647,52277485,109,Released,Radio,6.8,141,Comedy,2003-10-24,united_state
35000000,50544,en,40.526587,150483765,109,Released,Friends with Benefits,6.5,2237,Romance,2011-07-21,united_state
35000000,325133,en,50.179171,108758521,91,Released,Neighbors 2: Sorority Rising,5.6,1462,Comedy,2016-05-04,united_state
35000000,140823,en,31.957947,112544580,125,Released,Saving Mr. Banks,7.3,1226,Comedy,2013-11-16, australia
34000000,1883,en,19.822791,48169908,202,Released,Malcolm X,7.2,370,Comedy,1992-11-18,united_state
35000000,89492,en,38.429648,88058786,134,Released,This Is 40,5.6,896,Comedy,2012-12-20,united_state
35000000,22949,en,13.707843,92219310,88,Released,Old Dogs,5.2,210,Comedy,2009-11-24,united_state
35000000,12437,en,51.927471,91353501,92,Released,Underworld: Rise of the Lycans,6.2,1428,Science fiction,2009-01-22,united_state
35000000,2959,en,14.503568,69307224,91,Released,License to Wed,5.2,253,Comedy,2007-07-04, australia
0,9957,en,6.74556,0,80,Released,The Benchwarmers,5.2,242,Comedy,2006-04-07,united_state
30000000,11648,en,11.120167,58405313,98,Released,Must Love Dogs,5.8,140,Comedy,2005-07-21,united_state
35000000,9366,en,40.370442,41954997,127,Released,Donnie Brasco,7.4,1147,Crime,1997-02-27,united_state
33000000,1576,en,40.715623,102984862,100,Released,Resident Evil,6.4,2065,Thriller,2002-03-15,france
10700000,609,en,36.230204,122200000,114,Released,Poltergeist,7,794,Thriller,1982-06-04,united_state
0,5516,en,23.666229,0,104,Released,The Ladykillers,6,415,Comedy,2004-03-25,united_state
35000000,13051,en,25.903237,85416905,100,Released,Max Payne,5.2,613,Action,2008-10-15,united_state
40000000,49530,en,60.231382,173930596,109,Released,In Time,6.7,3417,Action,2011-10-27,united_state
35000000,34806,en,18.38292,77477008,106,Released,The Back-Up Plan,5.7,458,Comedy,2010-04-23,united_state
35000000,49022,en,14.029012,59901913,112,Released,Something Borrowed,5.9,296,Comedy,2011-05-05,united_state
0,11469,en,15.913783,0,95,Released,Black Knight,5.1,287,Advanture,2001-11-21,united_state
35000000,23479,en,6.889633,35323292,102,Released,The Bad News Bears,6.9,97,Comedy,1976-04-07,united_state
35000000,11667,en,19.286099,99423521,102,Released,Street Fighter,4.1,325,Action,1994-12-22,japan
35000000,423,en,50.587541,120072577,150,Released,The Pianist,8,1864,Comedy,2002-09-24,france
35000000,2447,en,3.721272,0,101,Released,The Nativity Story,6.4,35,Comedy,2006-12-01,united_state
40000000,10066,en,17.157738,68766121,113,Released,House of Wax,5.5,677,Thriller,2005-04-30,united_state
27000000,2288,en,22.636908,115505027,104,Released,Closer,6.7,811,Comedy,2004-12-01,united_state
35000000,88794,en,28.069419,84606030,137,Released,J. Edgar,6,741,Comedy,2011-11-09,united_state
35000000,13515,en,19.774543,72436439,110,Released,Mirrors,6,485,Thriller,2008-08-15,romania
35000000,11979,en,11.644243,45479110,101,Released,Queen of the Damned,5.4,239,Comedy,2002-02-10, australia
35000000,169,en,27.934978,57120318,108,Released,Predator 2,5.9,730,Science fiction,1990-11-20,united_state
35000000,8090,en,12.677505,32483410,101,Released,Untraceable,5.9,238,Comedy,2008-01-22,united_state
35000000,11622,en,8.737058,40263020,112,Released,Blast from the Past,6.3,245,Comedy,1999-02-12,united_state
35000000,3604,en,12.343507,27107960,111,Released,Flash Gordon,6.1,233,Science fiction,1980-09-01,united_state
35000000,9541,en,14.699342,36098382,102,Released,Jersey Girl,5.8,325,Comedy,2004-03-25,united_state
45000000,94348,en,14.513243,30353232,101,Released,Alex Cross,5.1,300,Action,2012-10-18,united_state
35000000,8197,en,5.525544,25105255,155,Released,Midnight in the Garden of Good and Evil,6.3,157,Crime,1997-11-21,united_state
8900000,336004,en,15.079993,4100000,93,Released,Heist,5.6,318,Crime,2015-11-13,united_state
35000000,35019,en,23.835055,93246388,109,Released,Nanny McPhee and the Big Bang,6,436,Comedy,2010-03-26,united_state
35000000,10410,en,5.926966,0,140,Released,Hoffa,6.1,81,Crime,1992-12-25,united_state
30000000,8836,en,25.454549,68369434,104,Released,The X Files: I Want to Believe,5.5,523,Comedy,2008-07-24,canada
31000000,14442,en,22.71592,27388767,96,Released,Ella Enchanted,5.9,437,others,2004-04-09,ireland
35000000,321741,en,35.120736,50363790,123,Released,Concussion,7,823,Comedy,2015-11-12, australia
35000000,59965,en,19.893646,82087155,106,Released,Abduction,5.6,961,Thriller,2011-09-22,united_state
35000000,14175,en,14.051852,19478106,76,Released,Valiant,5.2,235,Animation,2005-03-25,united_kingdom
35000000,11004,en,9.011729,0,111,Released,Wonder Boys,6.9,161,Comedy,2000-02-22,germany
35000000,11918,en,19.088655,25871834,85,Released,Superhero Movie,4.9,379,Action,2008-03-27,united_state
56000000,98357,en,29.490057,19701164,109,Released,Broken City,5.7,593,Thriller,2013-01-18,united_state
35000000,10012,en,11.195593,19294901,97,Released,Cursed,5.1,167,Thriller,2005-02-25,germany
35000000,49526,en,17.709888,31083599,91,Released,Premium Rush,6.2,832,Crime,2012-08-24,united_state
35000000,268920,en,18.262017,51680201,87,Released,Hot Pursuit,5.4,647,Action,2015-05-08,united_state
35000000,9093,en,10.10364,29882645,132,Released,The Four Feathers,6.5,159,others,2002-09-08,united_kingdom
35000000,119283,en,28.670477,46216641,118,Released,Parker,5.7,1455,Action,2013-01-23,united_state
31000000,11823,en,16.736734,41512007,98,Released,Wimbledon,6,293,Comedy,2004-09-13,france
35000000,35169,en,13.668633,39340177,92,Released,Furry Vengeance,4.6,149,Comedy,2010-04-02,united_arab
30000000,118957,en,9.780588,0,93,Released,Bait,5.3,191,Action,2012-09-05,singapore
27000000,849,en,9.904881,16519460,117,Released,Krull,5.8,129,Science fiction,1983-07-29,spain
35000000,4515,en,9.789027,63215872,92,Released,Lions for Lambs,6,216,Action,2007-10-22,united_state
35000000,18886,en,6.81729,0,115,Released,Flight of the Intruder,5.7,31,Action,1991-01-18,united_state
35000000,6575,en,10.73522,18317151,96,Released,Walk Hard: The Dewey Cox Story,6.6,212,Comedy,2007-12-21,united_state
0,6440,en,11.1399,0,111,Released,The Shipping News,6.4,108,Comedy,2001-12-18,united_state
35000000,13496,en,6.727949,13678913,94,Released,American Outlaws,5.7,55,Action,2001-08-17,united_state
35000000,18320,en,16.343317,27409889,105,Released,The Young Victoria,7,322,Comedy,2009-03-04,united_kingdom
40000000,22787,en,14.818718,12206028,101,Released,Whiteout,5.3,220,Action,2009-09-09,canada
32000000,8967,en,43.862456,54674226,139,Released,The Tree of Life,6.5,987,Comedy,2011-05-18,united_state
33000000,37498,en,2.706207,0,91,Released,Knock Off,4.7,64,Action,1998-09-04, aruba
35000000,144336,en,27.903999,17508518,110,Released,Sabotage,5.5,555,Action,2014-03-28,united_state
35000000,9616,en,3.746806,11560806,102,Released,The Order,4.8,91,Comedy,2003-09-05,germany
20500000,13056,en,17.112498,10089373,102,Released,Punisher: War Zone,5.6,294,Action,2008-12-05,canada
35000000,14113,en,10.304172,12506188,83,Released,Zoom,4.9,135,others,2006-08-11,united_state
35000000,285783,en,37.335721,61181942,123,Released,The Walk,6.9,1121,Advanture,2015-09-30,united_state
0,49478,en,0.912395,0,103,Released,Warriors of Virtue,4.7,9,Science fiction,1997-05-02,china
35000000,9726,en,16.782471,42064105,118,Released,A Good Year,6.5,357,Comedy,2006-09-09,united_state
35000000,20763,en,3.503408,4651977,114,Released,Radio Flyer,6.6,53,Comedy,1992-02-21,united_state
35000000,9702,en,9.122828,0,180,Released,Bound by Honor,7.7,115,Action,1993-02-05,united_state
35000000,9311,en,5.419181,0,121,Released,Smilla's Sense of Snow,6.6,60,Action,1997-02-13,germany
35000000,9280,en,9.07278,16838910,114,Released,Femme Fatale,6.2,142,Thriller,2002-11-06,swizerland
35000000,26843,en,2.864979,0,173,Released,Lion of the Desert,7.4,34,Action,1981-04-17, libyan_arab_jamahiriya
35000000,11876,en,2.877488,15000000,135,Released,The Horseman on the Roof,6.7,25,others,1995-09-20,france
38000000,22267,en,5.516207,635096,138,Released,Ride with the Devil,6.6,49,Comedy,1999-11-24,united_state
0,45958,es,13.930763,25147786,148,Released,Biutiful,7,291,Comedy,2010-10-20,mexico
35000000,1969,es,20.27704,10496317,93,Released,Bandidas,5.8,307,Action,2006-01-18,united_state
0,310706,en,0.126738,0,100,Released,Black Water Transit,0,0,Comedy,2009-05-13,united_state
34000000,198663,en,131.815575,348319861,113,Released,The Maze Runner,7,5371,Action,2014-09-10,united_state
35000000,239573,en,16.832312,14431253,91,Released,Unfinished Business,5,320,Comedy,2015-03-05,united_state
34000000,10436,en,9.133747,32255440,139,Released,The Age of Innocence,7,169,Comedy,1993-09-17,united_state
35000000,1381,en,24.606012,15304890,96,Released,The Fountain,6.8,827,Comedy,2006-09-06,united_state
70000000,2162,en,3.276912,11263966,101,Released,Chill Factor,5.3,29,Action,1999-09-01,united_state
35000000,127493,en,16.830184,2106557,96,Released,Stolen,5.1,344,Action,2012-05-17,united_state
41677699,12429,ja,39.58676,187479518,100,Released,Ponyo,7.5,926,Animation,2008-07-19,japan
34000000,228205,en,41.946523,63013281,128,Released,The Longest Ride,7.3,1064,Comedy,2015-04-09,united_state
75000000,2900,en,20.697556,19598588,109,Released,The Astronaut's Wife,5.4,254,Comedy,1999-08-26,united_state
34000000,21311,en,1.656695,0,114,Released,I Dreamed of Africa,5.3,18,Romance,2000-05-05,united_state
35000000,77875,en,17.932561,0,106,Released,Playing for Keeps,5.4,240,Comedy,2012-11-29,united_state
35000000,192136,en,15.50957,27330000,141,Released,Mandela: Long Walk to Freedom,6.5,224,Comedy,2013-12-06,united_kingdom
32000000,18254,en,4.602185,40382659,195,Released,Reds,7.1,67,Comedy,1981-12-25,united_state
40000000,881,en,40.379966,243240178,138,Released,A Few Good Men,7.1,877,Comedy,1992-12-11,united_state
50000000,10877,en,12.601306,79958599,101,Released,Exit Wounds,5.3,110,Action,2001-03-13,canada
30000000,9600,en,24.389194,173959438,98,Released,Big Momma's House,5.6,506,Crime,2000-05-31,germany
34000000,202575,en,12.867326,0,85,Released,Thunder and the House of Magic,6.3,121,others,2013-12-24, belgium
30000000,71469,en,23.328823,64626786,89,Released,The Darkest Hour,4.8,469,Thriller,2011-12-22,united_state
33000000,85446,en,29.775441,140470746,99,Released,Step Up Revolution,6.7,663,others,2012-07-26,united_state
33000000,326,en,19.642328,62022014,105,Released,Snakes on a Plane,5.1,497,Action,2006-08-06,united_state
33000000,10685,en,7.339908,0,96,Released,The Watcher,4.9,110,others,2000-09-08,united_state
33000000,7220,en,35.099611,54700105,124,Released,The Punisher,6.1,766,Action,2004-04-15,germany
30000000,9763,en,16.541791,27610873,118,Released,Goal!: The Dream Begins,6.6,238,Comedy,2005-06-06,united_kingdom
30000000,72387,en,31.92695,40346186,94,Released,Safe,6.3,799,Action,2012-04-16,united_state
33000000,12596,en,9.060642,0,124,Released,Pushing Tin,5.7,116,Comedy,1999-04-23,germany
32350000,1892,en,46.509071,572700000,135,Released,Return of the Jedi,7.9,4665,Advanture,1983-05-23,united_state
30000000,13460,en,21.538222,22211426,108,Released,Doomsday,5.8,363,Action,2008-03-14,germany
32000000,8055,en,33.923786,113019290,124,Released,The Reader,7.2,813,Comedy,2008-12-10,germany
35000000,50647,en,20.908494,24159934,98,Released,Wanderlust,5.3,394,Comedy,2012-02-23,united_state
32000000,10719,en,16.901954,173398518,97,Released,Elf,6.4,987,Comedy,2003-10-09,united_state
32000000,9294,en,15.039407,152036382,123,Released,Phenomenon,6.2,323,Comedy,1996-07-05,united_state
33000000,11888,en,13.655735,0,99,Released,Snow Dogs,5.3,185,Advanture,2002-01-18,canada
0,9647,en,21.620317,60328000,101,Released,Scrooged,6.7,390,Science fiction,1988-11-22,united_state
32000000,9353,en,14.642055,80197993,92,Released,Nacho Libre,5.6,359,Comedy,2006-06-16,united_state
32500000,55721,en,17.107065,288383523,125,Released,Bridesmaids,6.5,1661,Comedy,2011-04-28,united_state
32000000,109414,en,38.21708,126041322,107,Released,This Is the End,6.3,2359,Action,2013-06-12,united_state
29000000,10307,en,14.993169,50041732,103,Released,Stigmata,6,242,Thriller,1999-09-10,united_state
32000000,11978,en,24.147269,48814909,129,Released,Men of Honor,7,544,Comedy,2000-09-13,united_state
32000000,22907,en,18.47242,69055695,107,Released,Takers,6,394,Action,2010-08-26,united_state
35000000,87567,en,18.84332,21819348,90,Released,The Big Wedding,5.7,414,Comedy,2013-04-25,united_state
32000000,38322,en,15.901137,83615414,107,Released,"Big Mommas: Like Father, Like Son",5.3,313,Crime,2011-02-16,united_state
32000000,45612,en,59.19888,147332697,93,Released,Source Code,7.1,2699,Thriller,2011-03-30,canada
32000000,7305,en,14.48851,36733909,120,Released,Alive,6.7,374,Action,1993-01-15,united_state
30000000,3594,en,23.197408,77566815,101,Released,The Number 23,6.3,1018,Thriller,2007-02-23,germany
33000000,157841,en,10.651202,9494789,105,Released,The Young and Prodigious T.S. Spivet,6.7,232,Advanture,2013-10-16,canada
35000000,11519,en,10.032626,31755742,113,Released,1941,5.6,143,Action,1979-12-13,united_state
0,12920,en,6.048743,0,106,Released,Dreamer: Inspired By a True Story,6.3,67,Comedy,2005-09-10,#REF!
32000000,59,en,34.628738,60740827,96,Released,A History of Violence,6.9,832,Comedy,2005-09-23,united_state
32000000,9335,en,47.5612,85167639,87,Released,Transporter 2,6.2,1061,Action,2005-08-02,france
32000000,12106,en,16.473355,18552460,107,Released,The Quick and the Dead,6.3,427,Action,1995-02-09,japan
28000000,11141,en,6.201404,30016165,90,Released,Laws of Attraction,5.6,104,Action,2004-04-04,germany
32000000,8649,en,15.560918,0,121,Released,Bringing Out the Dead,6.6,225,Comedy,1999-10-22,united_state
32000000,31867,en,25.799697,18409891,111,Released,Repo Men,6.2,620,Action,2010-03-18,canada
70000000,10253,ko,4.822033,53587404,90,Released,Dragon Wars: D-War,4,104,Science fiction,2007-02-08,south_korea
32000000,3587,en,3.379454,0,110,Released,Bogus,5.4,44,Science fiction,1996-09-06,united_state
30000000,124459,en,26.9385,27437881,100,Released,The Incredible Burt Wonderstone,5.3,724,Comedy,2013-03-14,united_state
32000000,24662,en,4.098444,3566637,75,Released,Cats Don't Dance,7.1,24,Animation,1997-03-26,united_state
0,32274,en,4.901553,0,132,Released,Cradle Will Rock,7.2,18,Comedy,1999-12-10,united_state
32000000,182,en,5.347936,5914908,108,Released,The Good German,5.9,86,others,2006-12-08,united_state
32000000,5494,en,4.120549,0,93,Released,George and the Dragon,5,13,Advanture,2004-03-28,germany
31500000,28,en,49.973462,89460381,153,Released,Apocalypse Now,8,2055,Comedy,1979-08-15,united_state
32000000,38073,en,13.611544,42045846,102,Released,Going the Distance,6,262,Comedy,2010-09-01,united_state
0,2054,en,6.775294,106269971,137,Released,Mr. Holland's Opus,6.9,113,others,1995-12-29,united_state
31500000,302156,en,27.891012,14708696,113,Released,Criminal,5.7,557,Action,2016-04-14,united_kingdom
31000000,606,en,13.864975,128499205,161,Released,Out of Africa,7,279,Comedy,1985-12-20,united_state
31000000,87502,en,42.213765,161772375,138,Released,Flight,6.5,2415,Comedy,2012-11-02,united_state
34000000,698,en,29.887404,210308099,126,Released,Moonraker,5.9,541,Action,1979-06-26,france
30000000,120467,en,74.417456,174600318,99,Released,The Grand Budapest Hotel,8,4519,Comedy,2014-02-26,united_kingdom
31000000,11313,en,7.06762,24185781,101,Released,Hearts in Atlantis,6.4,131,Comedy,2001-09-07, australia
31000000,6488,en,15.895661,53208180,103,Released,Arachnophobia,6.2,433,Comedy,1990-08-09,united_state
31000000,10559,en,19.258041,68106245,118,Released,Frequency,7,462,Crime,2000-04-28,united_state
31000000,296099,en,47.753598,104384188,99,Released,Vacation,6.2,1195,Comedy,2015-07-28,united_state
30250000,8012,en,15.585138,115101622,105,Released,Get Shorty,6.4,302,Comedy,1995-10-20,united_state
45000000,1574,en,32.217425,306776732,113,Released,Chicago,6.9,677,Action,2002-12-26,united_state
34200000,9032,en,34.86859,234801895,93,Released,Big Daddy,6.1,875,Comedy,1999-06-25,united_state
30000000,2770,en,36.432598,287553595,108,Released,American Pie 2,6,1344,Comedy,2001-08-10,united_state
30000000,862,en,73.640445,373554033,81,Released,Toy Story,7.7,5269,Animation,1995-10-30,united_state
30000000,1637,en,49.526736,350448145,116,Released,Speed,6.8,1783,Action,1994-06-09,united_state
30000000,72570,en,26.780961,196114570,104,Released,The Vow,7,1293,Comedy,2012-02-05,united_state
31000000,27569,en,6.487344,15134293,105,Released,Extraordinary Measures,6,89,Comedy,2010-01-21,united_state
30000000,10637,en,25.996219,136706683,113,Released,Remember the Titans,7.4,821,Comedy,2000-09-29,united_state
30000000,1669,en,46.212155,199200000,134,Released,The Hunt for Red October,7.2,957,Action,1990-03-02,united_state
